subset    , split, label, label_name, clip_dir_abs                                                                                       , clip_dir_rel                                    , clip_folder_name, source_clip_name, group_parent, group_id           , num_frames
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_11 , wilddeepfake_46f_merged_v5/real_train/104/40_11 , 40_11           ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_12 , wilddeepfake_46f_merged_v5/real_train/104/40_12 , 40_12           ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_13 , wilddeepfake_46f_merged_v5/real_train/104/40_13 , 40_13           ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_2  , wilddeepfake_46f_merged_v5/real_train/104/40_2  , 40_2            ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_3  , wilddeepfake_46f_merged_v5/real_train/104/40_3  , 40_3            ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_4  , wilddeepfake_46f_merged_v5/real_train/104/40_4  , 40_4            ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_5  , wilddeepfake_46f_merged_v5/real_train/104/40_5  , 40_5            ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_6  , wilddeepfake_46f_merged_v5/real_train/104/40_6  , 40_6            ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_7  , wilddeepfake_46f_merged_v5/real_train/104/40_7  , 40_7            ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_8  , wilddeepfake_46f_merged_v5/real_train/104/40_8  , 40_8            ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/40_9  , wilddeepfake_46f_merged_v5/real_train/104/40_9  , 40_9            ,               40,          104, real_train/104/40  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/42_0  , wilddeepfake_46f_merged_v5/real_train/104/42_0  , 42_0            ,               42,          104, real_train/104/42  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/46_0  , wilddeepfake_46f_merged_v5/real_train/104/46_0  , 46_0            ,               46,          104, real_train/104/46  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/46_1  , wilddeepfake_46f_merged_v5/real_train/104/46_1  , 46_1            ,               46,          104, real_train/104/46  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/46_2  , wilddeepfake_46f_merged_v5/real_train/104/46_2  , 46_2            ,               46,          104, real_train/104/46  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/48_0  , wilddeepfake_46f_merged_v5/real_train/104/48_0  , 48_0            ,               48,          104, real_train/104/48  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/52_0  , wilddeepfake_46f_merged_v5/real_train/104/52_0  , 52_0            ,               52,          104, real_train/104/52  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/52_1  , wilddeepfake_46f_merged_v5/real_train/104/52_1  , 52_1            ,               52,          104, real_train/104/52  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/56_0  , wilddeepfake_46f_merged_v5/real_train/104/56_0  , 56_0            ,               56,          104, real_train/104/56  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/104/56_1  , wilddeepfake_46f_merged_v5/real_train/104/56_1  , 56_1            ,               56,          104, real_train/104/56  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/124_0 , wilddeepfake_46f_merged_v5/real_train/105/124_0 , 124_0           ,              124,          105, real_train/105/124 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/124_1 , wilddeepfake_46f_merged_v5/real_train/105/124_1 , 124_1           ,              124,          105, real_train/105/124 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/163_0 , wilddeepfake_46f_merged_v5/real_train/105/163_0 , 163_0           ,              163,          105, real_train/105/163 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/21_0  , wilddeepfake_46f_merged_v5/real_train/105/21_0  , 21_0            ,               21,          105, real_train/105/21  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/21_1  , wilddeepfake_46f_merged_v5/real_train/105/21_1  , 21_1            ,               21,          105, real_train/105/21  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/21_2  , wilddeepfake_46f_merged_v5/real_train/105/21_2  , 21_2            ,               21,          105, real_train/105/21  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/290_0 , wilddeepfake_46f_merged_v5/real_train/105/290_0 , 290_0           ,              290,          105, real_train/105/290 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/306_0 , wilddeepfake_46f_merged_v5/real_train/105/306_0 , 306_0           ,              306,          105, real_train/105/306 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/324_0 , wilddeepfake_46f_merged_v5/real_train/105/324_0 , 324_0           ,              324,          105, real_train/105/324 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/325_0 , wilddeepfake_46f_merged_v5/real_train/105/325_0 , 325_0           ,              325,          105, real_train/105/325 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/34_0  , wilddeepfake_46f_merged_v5/real_train/105/34_0  , 34_0            ,               34,          105, real_train/105/34  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/34_1  , wilddeepfake_46f_merged_v5/real_train/105/34_1  , 34_1            ,               34,          105, real_train/105/34  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/34_2  , wilddeepfake_46f_merged_v5/real_train/105/34_2  , 34_2            ,               34,          105, real_train/105/34  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/419_0 , wilddeepfake_46f_merged_v5/real_train/105/419_0 , 419_0           ,              419,          105, real_train/105/419 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/497_0 , wilddeepfake_46f_merged_v5/real_train/105/497_0 , 497_0           ,              497,          105, real_train/105/497 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/523_0 , wilddeepfake_46f_merged_v5/real_train/105/523_0 , 523_0           ,              523,          105, real_train/105/523 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/105/645_0 , wilddeepfake_46f_merged_v5/real_train/105/645_0 , 645_0           ,              645,          105, real_train/105/645 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_0 , wilddeepfake_46f_merged_v5/real_train/107/131_0 , 131_0           ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_1 , wilddeepfake_46f_merged_v5/real_train/107/131_1 , 131_1           ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_10, wilddeepfake_46f_merged_v5/real_train/107/131_10, 131_10          ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_11, wilddeepfake_46f_merged_v5/real_train/107/131_11, 131_11          ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_12, wilddeepfake_46f_merged_v5/real_train/107/131_12, 131_12          ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_13, wilddeepfake_46f_merged_v5/real_train/107/131_13, 131_13          ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_2 , wilddeepfake_46f_merged_v5/real_train/107/131_2 , 131_2           ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_3 , wilddeepfake_46f_merged_v5/real_train/107/131_3 , 131_3           ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_4 , wilddeepfake_46f_merged_v5/real_train/107/131_4 , 131_4           ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_5 , wilddeepfake_46f_merged_v5/real_train/107/131_5 , 131_5           ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_6 , wilddeepfake_46f_merged_v5/real_train/107/131_6 , 131_6           ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_7 , wilddeepfake_46f_merged_v5/real_train/107/131_7 , 131_7           ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_8 , wilddeepfake_46f_merged_v5/real_train/107/131_8 , 131_8           ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/131_9 , wilddeepfake_46f_merged_v5/real_train/107/131_9 , 131_9           ,              131,          107, real_train/107/131 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/14_0  , wilddeepfake_46f_merged_v5/real_train/107/14_0  , 14_0            ,               14,          107, real_train/107/14  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/14_1  , wilddeepfake_46f_merged_v5/real_train/107/14_1  , 14_1            ,               14,          107, real_train/107/14  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/14_2  , wilddeepfake_46f_merged_v5/real_train/107/14_2  , 14_2            ,               14,          107, real_train/107/14  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/186_0 , wilddeepfake_46f_merged_v5/real_train/107/186_0 , 186_0           ,              186,          107, real_train/107/186 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/186_1 , wilddeepfake_46f_merged_v5/real_train/107/186_1 , 186_1           ,              186,          107, real_train/107/186 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/186_2 , wilddeepfake_46f_merged_v5/real_train/107/186_2 , 186_2           ,              186,          107, real_train/107/186 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/186_3 , wilddeepfake_46f_merged_v5/real_train/107/186_3 , 186_3           ,              186,          107, real_train/107/186 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/186_4 , wilddeepfake_46f_merged_v5/real_train/107/186_4 , 186_4           ,              186,          107, real_train/107/186 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/186_5 , wilddeepfake_46f_merged_v5/real_train/107/186_5 , 186_5           ,              186,          107, real_train/107/186 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/241_0 , wilddeepfake_46f_merged_v5/real_train/107/241_0 , 241_0           ,              241,          107, real_train/107/241 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/241_1 , wilddeepfake_46f_merged_v5/real_train/107/241_1 , 241_1           ,              241,          107, real_train/107/241 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/241_2 , wilddeepfake_46f_merged_v5/real_train/107/241_2 , 241_2           ,              241,          107, real_train/107/241 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/241_3 , wilddeepfake_46f_merged_v5/real_train/107/241_3 , 241_3           ,              241,          107, real_train/107/241 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/241_4 , wilddeepfake_46f_merged_v5/real_train/107/241_4 , 241_4           ,              241,          107, real_train/107/241 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/241_5 , wilddeepfake_46f_merged_v5/real_train/107/241_5 , 241_5           ,              241,          107, real_train/107/241 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/241_6 , wilddeepfake_46f_merged_v5/real_train/107/241_6 , 241_6           ,              241,          107, real_train/107/241 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/298_0 , wilddeepfake_46f_merged_v5/real_train/107/298_0 , 298_0           ,              298,          107, real_train/107/298 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/304_0 , wilddeepfake_46f_merged_v5/real_train/107/304_0 , 304_0           ,              304,          107, real_train/107/304 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/371_0 , wilddeepfake_46f_merged_v5/real_train/107/371_0 , 371_0           ,              371,          107, real_train/107/371 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/377_0 , wilddeepfake_46f_merged_v5/real_train/107/377_0 , 377_0           ,              377,          107, real_train/107/377 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/411_0 , wilddeepfake_46f_merged_v5/real_train/107/411_0 , 411_0           ,              411,          107, real_train/107/411 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/419_0 , wilddeepfake_46f_merged_v5/real_train/107/419_0 , 419_0           ,              419,          107, real_train/107/419 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/41_0  , wilddeepfake_46f_merged_v5/real_train/107/41_0  , 41_0            ,               41,          107, real_train/107/41  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/41_1  , wilddeepfake_46f_merged_v5/real_train/107/41_1  , 41_1            ,               41,          107, real_train/107/41  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/41_2  , wilddeepfake_46f_merged_v5/real_train/107/41_2  , 41_2            ,               41,          107, real_train/107/41  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/41_3  , wilddeepfake_46f_merged_v5/real_train/107/41_3  , 41_3            ,               41,          107, real_train/107/41  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/41_4  , wilddeepfake_46f_merged_v5/real_train/107/41_4  , 41_4            ,               41,          107, real_train/107/41  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/41_5  , wilddeepfake_46f_merged_v5/real_train/107/41_5  , 41_5            ,               41,          107, real_train/107/41  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/41_6  , wilddeepfake_46f_merged_v5/real_train/107/41_6  , 41_6            ,               41,          107, real_train/107/41  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/41_7  , wilddeepfake_46f_merged_v5/real_train/107/41_7  , 41_7            ,               41,          107, real_train/107/41  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/41_8  , wilddeepfake_46f_merged_v5/real_train/107/41_8  , 41_8            ,               41,          107, real_train/107/41  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/41_9  , wilddeepfake_46f_merged_v5/real_train/107/41_9  , 41_9            ,               41,          107, real_train/107/41  ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/425_0 , wilddeepfake_46f_merged_v5/real_train/107/425_0 , 425_0           ,              425,          107, real_train/107/425 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/431_0 , wilddeepfake_46f_merged_v5/real_train/107/431_0 , 431_0           ,              431,          107, real_train/107/431 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/436_0 , wilddeepfake_46f_merged_v5/real_train/107/436_0 , 436_0           ,              436,          107, real_train/107/436 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/436_1 , wilddeepfake_46f_merged_v5/real_train/107/436_1 , 436_1           ,              436,          107, real_train/107/436 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/510_0 , wilddeepfake_46f_merged_v5/real_train/107/510_0 , 510_0           ,              510,          107, real_train/107/510 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/511_0 , wilddeepfake_46f_merged_v5/real_train/107/511_0 , 511_0           ,              511,          107, real_train/107/511 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/512_0 , wilddeepfake_46f_merged_v5/real_train/107/512_0 , 512_0           ,              512,          107, real_train/107/512 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/514_0 , wilddeepfake_46f_merged_v5/real_train/107/514_0 , 514_0           ,              514,          107, real_train/107/514 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/514_1 , wilddeepfake_46f_merged_v5/real_train/107/514_1 , 514_1           ,              514,          107, real_train/107/514 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/559_0 , wilddeepfake_46f_merged_v5/real_train/107/559_0 , 559_0           ,              559,          107, real_train/107/559 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/559_1 , wilddeepfake_46f_merged_v5/real_train/107/559_1 , 559_1           ,              559,          107, real_train/107/559 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/564_0 , wilddeepfake_46f_merged_v5/real_train/107/564_0 , 564_0           ,              564,          107, real_train/107/564 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/564_1 , wilddeepfake_46f_merged_v5/real_train/107/564_1 , 564_1           ,              564,          107, real_train/107/564 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/564_2 , wilddeepfake_46f_merged_v5/real_train/107/564_2 , 564_2           ,              564,          107, real_train/107/564 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/564_3 , wilddeepfake_46f_merged_v5/real_train/107/564_3 , 564_3           ,              564,          107, real_train/107/564 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/572_0 , wilddeepfake_46f_merged_v5/real_train/107/572_0 , 572_0           ,              572,          107, real_train/107/572 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/572_1 , wilddeepfake_46f_merged_v5/real_train/107/572_1 , 572_1           ,              572,          107, real_train/107/572 ,         46
real_train, train,     0, real      , /kaggle/input/datasets/afenmarbun/wilddeepfake-46f/wilddeepfake_46f_merged_v5/real_train/107/572_10, wilddeepfake_46f_merged_v5/real_train/107/572_10, 572_10          ,              572,          107, real_train/107/572 ,         46
